#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 417000      2.58e+00    2.20e+00      7.37e-02    5.17e-02      1.10e-01    9.24e-02    1.0e-05
 417100      2.17e+00    1.89e+00      3.79e-02    5.90e-02      9.54e-02    7.93e-02    1.0e-05
 417200      2.22e+00    1.76e+00      7.15e-02    3.13e-03      9.26e-02    7.86e-02    1.0e-05
 417300      2.01e+00    2.66e+00      5.77e-02    9.90e-02      8.34e-02    1.14e-01    1.0e-05
 417400      5.26e+00    1.60e+00      1.69e-01    6.31e-02      1.59e-01    6.46e-02    1.0e-05
 417500      2.11e+00    2.37e+00      4.42e-02    3.76e-02      9.04e-02    1.04e-01    1.0e-05
 417600      1.82e+00    1.67e+00      5.99e-02    7.33e-02      7.51e-02    6.49e-02    1.0e-05
 417700      1.90e+00    2.39e+00      7.28e-02    9.86e-02      7.82e-02    1.01e-01    1.0e-05
 417800      2.07e+00    2.11e+00      5.83e-02    6.77e-02      8.93e-02    8.80e-02    1.0e-05
 417900      2.64e+00    2.33e+00      5.37e-02    7.61e-02      1.14e-01    9.71e-02    1.0e-05
 418000      2.03e+00    1.93e+00      5.68e-02    8.39e-02      8.55e-02    7.55e-02    1.0e-05
 418100      2.37e+00    1.86e+00      7.64e-02    4.47e-02      9.86e-02    8.03e-02    1.0e-05
 418200      1.84e+00    1.76e+00      7.17e-02    1.44e-02      7.41e-02    7.84e-02    1.0e-05
 418300      1.94e+00    3.78e+00      2.23e-02    6.52e-02      8.51e-02    1.66e-01    1.0e-05
 418400      2.08e+00    1.79e+00      9.55e-02    7.19e-02      8.44e-02    7.17e-02    1.0e-05
 418500      2.05e+00    1.81e+00      5.04e-02    5.84e-02      8.68e-02    7.19e-02    1.0e-05
 418600      4.64e+00    1.84e+00      1.56e-01    6.17e-02      1.31e-01    7.22e-02    1.0e-05
 418700      1.65e+00    2.22e+00      4.39e-02    8.92e-02      7.09e-02    8.88e-02    1.0e-05
 418800      1.91e+00    1.88e+00      6.47e-02    4.97e-02      7.56e-02    8.05e-02    1.0e-05
 418900      1.70e+00    2.70e+00      6.02e-02    4.97e-03      6.98e-02    1.21e-01    1.0e-05
 419000      2.21e+00    3.21e+00      5.83e-02    7.24e-02      9.17e-02    1.39e-01    1.0e-05
 419100      2.20e+00    1.77e+00      6.12e-02    3.27e-02      9.16e-02    7.73e-02    1.0e-05
 419200      1.98e+00    2.10e+00      2.75e-02    7.45e-02      8.48e-02    8.64e-02    1.0e-05
 419300      2.06e+00    1.44e+00      6.50e-02    6.01e-02      8.61e-02    5.71e-02    1.0e-05
 419400      2.23e+00    1.90e+00      5.49e-02    5.62e-02      9.28e-02    7.69e-02    1.0e-05
 419500      2.53e+00    1.65e+00      6.89e-02    5.42e-02      1.07e-01    6.89e-02    1.0e-05
 419600      2.94e+00    1.63e+00      3.92e-02    3.96e-03      1.30e-01    7.30e-02    1.0e-05
 419700      2.74e+00    2.12e+00      4.53e-02    8.39e-02      1.18e-01    8.55e-02    1.0e-05
 419800      1.81e+00    2.95e+00      6.54e-02    8.37e-02      7.38e-02    1.25e-01    1.0e-05
 419900      2.01e+00    2.54e+00      5.78e-02    8.77e-02      8.30e-02    1.09e-01    1.0e-05
 420000      1.92e+00    1.73e+00      2.42e-02    6.21e-02      8.42e-02    6.64e-02    1.0e-05
 420100      5.09e+00    1.61e+00      1.67e-01    5.41e-04      1.59e-01    7.19e-02    1.0e-05
 420200      2.24e+00    1.40e+00      3.14e-02    4.98e-02      9.84e-02    5.74e-02    1.0e-05
 420300      4.62e+00    1.68e+00      1.47e-01    5.72e-02      1.49e-01    6.95e-02    1.0e-05
 420400      5.03e+00    2.27e+00      1.75e-01    5.55e-02      1.44e-01    9.51e-02    1.0e-05
 420500      2.13e+00    2.42e+00      6.25e-02    7.15e-02      9.06e-02    1.02e-01    1.0e-05
 420600      1.78e+00    2.23e+00      5.10e-02    8.38e-02      7.36e-02    9.08e-02    1.0e-05
 420700      2.58e+00    1.50e+00      6.42e-02    6.39e-02      1.12e-01    5.93e-02    1.0e-05
 420800      2.32e+00    1.62e+00      4.86e-02    8.07e-03      9.84e-02    7.23e-02    1.0e-05
 420900      2.38e+00    2.99e+00      5.99e-02    7.57e-03      1.02e-01    1.34e-01    1.0e-05
 421000      5.08e+00    1.80e+00      1.62e-01    6.62e-02      1.58e-01    6.83e-02    1.0e-05
 421100      2.40e+00    2.47e+00      4.35e-02    5.30e-02      1.04e-01    1.05e-01    1.0e-05
 421200      2.33e+00    1.80e+00      6.91e-02    4.99e-02      9.61e-02    7.65e-02    1.0e-05
 421300      2.70e+00    2.78e+00      4.10e-02    6.35e-02      1.19e-01    1.20e-01    1.0e-05
 421400      2.17e+00    2.50e+00      7.15e-02    8.86e-02      9.12e-02    1.08e-01    1.0e-05
 421500      2.04e+00    3.45e+00      6.81e-02    5.70e-02      8.57e-02    1.52e-01    1.0e-05
 421600      2.02e+00    2.65e+00      4.14e-03    6.48e-02      9.03e-02    1.14e-01    1.0e-05
 421700      4.94e+00    1.87e+00      1.56e-01    6.03e-02      1.51e-01    7.40e-02    1.0e-05
 421800      2.74e+00    1.56e+00      5.29e-02    1.45e-03      1.19e-01    7.00e-02    1.0e-05
 421900      1.86e+00    1.93e+00      4.16e-02    6.48e-02      7.91e-02    8.02e-02    1.0e-05
 422000      2.61e+00    1.99e+00      5.81e-02    9.96e-02      1.12e-01    8.19e-02    1.0e-05
 422100      2.62e+00    1.81e+00      4.59e-02    6.41e-02      1.13e-01    6.98e-02    1.0e-05
 422200      2.38e+00    2.59e+00      5.05e-02    9.61e-02      1.01e-01    1.05e-01    1.0e-05
 422300      2.55e+00    1.27e+00      7.17e-02    6.41e-03      1.08e-01    5.66e-02    1.0e-05
 422400      2.18e+00    2.45e+00      7.19e-02    9.46e-02      8.85e-02    1.04e-01    1.0e-05
 422500      1.85e+00    2.00e+00      5.09e-02    7.16e-02      7.80e-02    8.22e-02    1.0e-05
 422600      2.07e+00    2.61e+00      7.50e-02    2.57e-03      8.61e-02    1.17e-01    1.0e-05
 422700      2.43e+00    1.43e+00      7.37e-02    6.63e-03      1.02e-01    6.38e-02    1.0e-05
 422800      2.48e+00    2.26e+00      5.32e-02    6.01e-02      1.05e-01    9.64e-02    1.0e-05
 422900      2.16e+00    1.60e+00      6.91e-02    5.60e-02      9.15e-02    6.59e-02    1.0e-05
 423000      1.87e+00    3.19e+00      7.60e-02    7.39e-02      7.61e-02    1.37e-01    1.0e-05
 423100      2.44e+00    2.53e+00      2.27e-02    8.26e-02      1.08e-01    1.09e-01    1.0e-05
 423200      3.08e+00    2.12e+00      4.86e-02    6.46e-02      1.35e-01    8.93e-02    1.0e-05
 423300      2.81e+00    2.35e+00      2.22e-02    1.31e-01      1.25e-01    9.44e-02    1.0e-05
 423400      2.78e+00    2.21e+00      6.56e-02    9.85e-02      1.20e-01    9.25e-02    1.0e-05
 423500      2.01e+00    2.44e+00      7.56e-02    9.24e-02      8.32e-02    1.04e-01    1.0e-05
 423600      2.20e+00    1.83e+00      5.92e-02    7.33e-02      9.24e-02    7.33e-02    1.0e-05
 423700      1.72e+00    2.32e+00      4.54e-03    5.71e-02      7.70e-02    9.98e-02    1.0e-05
 423800      2.17e+00    2.08e+00      7.09e-02    6.96e-02      8.96e-02    8.66e-02    1.0e-05
 423900      2.02e+00    2.54e+00      5.08e-02    8.23e-02      8.63e-02    1.06e-01    1.0e-05
 424000      2.53e+00    1.95e+00      2.69e-02    7.67e-02      1.10e-01    7.82e-02    1.0e-05
 424100      2.01e+00    1.97e+00      7.38e-02    8.34e-02      8.30e-02    7.78e-02    1.0e-05
 424200      2.45e+00    1.95e+00      6.03e-02    6.82e-02      1.05e-01    7.53e-02    1.0e-05
 424300      2.44e+00    1.60e+00      1.88e-03    8.45e-02      1.09e-01    6.52e-02    1.0e-05
 424400      2.13e+00    1.48e+00      7.13e-02    5.77e-02      8.69e-02    6.00e-02    1.0e-05
 424500      2.53e+00    2.48e+00      4.61e-02    4.49e-02      1.10e-01    1.08e-01    1.0e-05
 424600      2.95e+00    2.38e+00      6.77e-02    9.43e-02      1.28e-01    9.55e-02    1.0e-05
 424700      2.13e+00    2.96e+00      4.10e-02    5.50e-03      9.19e-02    1.32e-01    1.0e-05
 424800      2.70e+00    2.22e+00      5.93e-02    6.97e-02      1.15e-01    9.32e-02    1.0e-05
 424900      2.00e+00    1.74e+00      5.45e-02    7.53e-02      8.52e-02    7.34e-02    1.0e-05
 425000      2.51e+00    2.50e+00      4.95e-02    9.04e-02      1.07e-01    1.07e-01    1.0e-05
 425100      2.26e+00    1.90e+00      4.32e-02    5.18e-02      9.77e-02    8.09e-02    1.0e-05
 425200      2.81e+00    2.46e+00      7.08e-02    6.98e-02      1.20e-01    1.04e-01    1.0e-05
 425300      2.06e+00    3.18e+00      5.50e-02    1.41e-02      8.66e-02    1.42e-01    1.0e-05
 425400      1.90e+00    1.84e+00      6.57e-02    4.25e-02      7.83e-02    7.97e-02    1.0e-05
 425500      2.74e+00    2.04e+00      5.69e-02    6.53e-02      1.19e-01    8.54e-02    1.0e-05
 425600      2.14e+00    2.30e+00      8.17e-02    7.71e-02      8.96e-02    9.56e-02    1.0e-05
 425700      2.17e+00    2.41e+00      5.65e-02    3.81e-02      9.30e-02    1.06e-01    1.0e-05
 425800      1.95e+00    2.10e+00      5.41e-02    9.64e-02      8.16e-02    8.75e-02    1.0e-05
 425900      1.63e+00    2.40e+00      2.18e-02    7.89e-02      7.17e-02    1.00e-01    1.0e-05
 426000      1.88e+00    1.53e+00      6.67e-02    8.24e-02      7.64e-02    6.18e-02    1.0e-05
 426100      1.91e+00    3.14e+00      4.27e-02    6.18e-03      7.90e-02    1.40e-01    1.0e-05
 426200      2.58e+00    1.40e+00      7.04e-02    2.70e-03      1.10e-01    6.27e-02    1.0e-05
 426300      2.44e+00    1.81e+00      4.80e-02    5.75e-02      1.05e-01    7.56e-02    1.0e-05
 426400      1.68e+00    2.66e+00      2.53e-02    7.70e-02      7.21e-02    1.13e-01    1.0e-05
 426500      2.03e+00    1.72e+00      7.76e-02    6.86e-02      8.35e-02    6.91e-02    1.0e-05
 426600      2.55e+00    2.38e+00      6.78e-02    1.22e-01      1.09e-01    9.76e-02    1.0e-05
 426700      2.17e+00    1.74e+00      8.32e-02    8.81e-03      8.90e-02    7.78e-02    1.0e-05
 426800      1.72e+00    1.81e+00      4.80e-02    7.67e-02      7.14e-02    7.16e-02    1.0e-05
 426900      2.24e+00    2.48e+00      2.81e-02    8.31e-02      9.81e-02    1.03e-01    1.0e-05
 427000      2.17e+00    1.51e+00      6.10e-02    7.03e-02      9.13e-02    5.81e-02    1.0e-05
 427100      2.48e+00    2.78e+00      6.78e-03    7.14e-02      1.11e-01    1.19e-01    1.0e-05
 427200      2.34e+00    1.79e+00      5.37e-02    7.61e-02      1.02e-01    7.08e-02    1.0e-05
 427300      2.50e+00    1.72e+00      6.63e-02    6.47e-02      1.06e-01    6.98e-02    1.0e-05
 427400      2.91e+00    2.67e+00      6.21e-02    1.36e-01      1.25e-01    1.09e-01    1.0e-05
 427500      1.61e+00    2.32e+00      6.74e-02    5.30e-02      6.38e-02    9.79e-02    1.0e-05
 427600      2.00e+00    1.86e+00      5.86e-02    8.44e-02      8.25e-02    7.17e-02    1.0e-05
 427700      2.10e+00    2.47e+00      4.88e-02    7.15e-04      9.03e-02    1.11e-01    1.0e-05
 427800      1.80e+00    3.04e+00      4.78e-02    8.98e-02      7.54e-02    1.29e-01    1.0e-05
 427900      1.79e+00    1.81e+00      4.67e-02    5.53e-02      7.59e-02    7.60e-02    1.0e-05
 428000      2.27e+00    2.46e+00      4.81e-02    7.52e-04      9.78e-02    1.10e-01    1.0e-05
 428100      2.44e+00    2.30e+00      4.62e-02    6.30e-02      1.06e-01    9.47e-02    1.0e-05
 428200      2.38e+00    2.44e+00      2.73e-02    7.65e-02      1.04e-01    1.02e-01    1.0e-05
 428300      2.22e+00    3.00e+00      4.12e-02    6.69e-03      9.68e-02    1.34e-01    1.0e-05
 428400      2.38e+00    1.80e+00      4.53e-02    1.25e-02      1.03e-01    8.03e-02    1.0e-05
 428500      2.24e+00    3.29e+00      5.04e-02    5.67e-02      9.60e-02    1.44e-01    1.0e-05
 428600      1.86e+00    2.98e+00      5.12e-02    7.70e-02      7.72e-02    1.28e-01    1.0e-05
 428700      2.05e+00    1.80e+00      7.76e-02    2.12e-03      8.40e-02    8.05e-02    1.0e-05
 428800      2.46e+00    1.62e+00      5.24e-02    5.71e-03      1.05e-01    7.24e-02    1.0e-05
 428900      2.00e+00    2.00e+00      3.92e-02    7.54e-02      8.67e-02    8.11e-02    1.0e-05
 429000      2.12e+00    2.77e+00      4.59e-02    3.56e-02      9.09e-02    1.22e-01    1.0e-05
 429100      1.96e+00    1.99e+00      5.60e-02    8.32e-02      8.31e-02    7.89e-02    1.0e-05
 429200      2.48e+00    2.39e+00      5.24e-02    6.60e-02      1.07e-01    1.02e-01    1.0e-05
 429300      2.02e+00    1.49e+00      4.18e-02    7.11e-02      8.78e-02    5.69e-02    1.0e-05
 429400      2.08e+00    1.96e+00      5.76e-02    6.41e-02      8.70e-02    8.18e-02    1.0e-05
 429500      2.50e+00    3.22e+00      4.89e-02    6.08e-03      1.09e-01    1.44e-01    1.0e-05
 429600      2.45e+00    2.48e+00      6.61e-02    7.09e-02      1.01e-01    1.05e-01    1.0e-05
 429700      2.63e+00    1.42e+00      4.23e-02    7.02e-03      1.13e-01    6.36e-02    1.0e-05
 429800      2.71e+00    2.26e+00      7.72e-02    7.89e-02      1.15e-01    9.31e-02    1.0e-05
 429900      1.84e+00    2.27e+00      5.96e-02    6.70e-02      7.47e-02    9.17e-02    1.0e-05
 430000      2.02e+00    1.86e+00      4.79e-02    1.25e-01      8.66e-02    7.07e-02    1.0e-05
 430100      1.83e+00    2.04e+00      5.16e-02    6.16e-02      7.70e-02    8.63e-02    1.0e-05
 430200      2.38e+00    2.37e+00      7.46e-02    2.18e-02      9.90e-02    1.06e-01    1.0e-05
 430300      2.06e+00    1.87e+00      1.17e-01    7.24e-02      8.25e-02    7.57e-02    1.0e-05
 430400      4.87e+00    1.36e+00      1.78e-01    4.72e-03      1.34e-01    6.08e-02    1.0e-05
 430500      2.13e+00    2.95e+00      4.05e-02    6.59e-02      9.23e-02    1.28e-01    1.0e-05
 430600      2.41e+00    2.01e+00      2.26e-02    6.04e-02      1.06e-01    8.48e-02    1.0e-05
 430700      4.84e+00    2.47e+00      1.63e-01    6.32e-03      1.40e-01    1.11e-01    1.0e-05
 430800      2.64e+00    2.16e+00      4.73e-02    7.29e-02      1.13e-01    8.93e-02    1.0e-05
 430900      2.29e+00    2.55e+00      4.97e-02    6.15e-02      9.80e-02    1.09e-01    1.0e-05
 431000      2.40e+00    2.47e+00      5.06e-02    1.19e-02      1.04e-01    1.10e-01    1.0e-05
 431100      5.00e+00    1.81e+00      1.72e-01    6.70e-02      1.44e-01    7.39e-02    1.0e-05
 431200      4.39e+00    1.66e+00      1.62e-01    1.65e-03      1.23e-01    7.41e-02    1.0e-05
 431300      1.97e+00    1.91e+00      5.13e-02    5.84e-02      8.45e-02    8.02e-02    1.0e-05
 431400      1.93e+00    3.52e+00      4.33e-02    1.39e-02      8.36e-02    1.57e-01    1.0e-05
 431500      2.13e+00    2.04e+00      7.46e-02    9.45e-02      8.78e-02    8.51e-02    1.0e-05
 431600      2.13e+00    2.53e+00      5.02e-02    6.05e-02      8.92e-02    1.09e-01    1.0e-05
 431700      2.62e+00    2.50e+00      4.60e-02    7.01e-02      1.13e-01    1.06e-01    1.0e-05
 431800      2.33e+00    1.57e+00      6.52e-02    9.29e-02      9.69e-02    6.21e-02    1.0e-05
 431900      2.17e+00    1.54e+00      7.17e-02    8.79e-02      8.99e-02    6.15e-02    1.0e-05
 432000      2.29e+00    2.70e+00      7.42e-02    9.67e-02      9.53e-02    1.16e-01    1.0e-05
 432100      2.67e+00    3.12e+00      9.17e-03    1.10e-02      1.19e-01    1.40e-01    1.0e-05
 432200      2.33e+00    2.65e+00      5.02e-02    3.50e-02      9.97e-02    1.17e-01    1.0e-05
 432300      2.07e+00    1.95e+00      4.86e-02    9.19e-02      8.93e-02    7.44e-02    1.0e-05
 432400      5.16e+00    1.78e+00      1.90e-01    6.52e-02      1.41e-01    7.27e-02    1.0e-05
 432500      3.14e+00    2.19e+00      4.77e-02    9.54e-02      1.38e-01    9.21e-02    1.0e-05
 432600      2.18e+00    3.61e+00      2.52e-02    6.19e-02      9.61e-02    1.58e-01    1.0e-05
 432700      2.20e+00    2.69e+00      5.07e-02    7.91e-02      9.42e-02    1.13e-01    1.0e-05
 432800      2.48e+00    1.86e+00      5.21e-02    8.79e-02      1.05e-01    7.72e-02    1.0e-05
 432900      2.40e+00    1.74e+00      6.19e-02    6.62e-02      1.01e-01    7.07e-02    1.0e-05
 433000      2.18e+00    1.46e+00      6.48e-02    6.44e-02      9.15e-02    5.72e-02    1.0e-05
 433100      2.15e+00    2.87e+00      7.26e-02    6.37e-02      8.87e-02    1.24e-01    1.0e-05
 433200      2.21e+00    1.93e+00      5.17e-02    9.39e-02      9.45e-02    7.96e-02    1.0e-05
 433300      2.52e+00    1.62e+00      4.74e-02    7.06e-02      1.08e-01    6.37e-02    1.0e-05
 433400      4.65e+00    2.41e+00      1.61e-01    7.48e-02      1.31e-01    1.01e-01    1.0e-05
 433500      2.49e+00    2.67e+00      7.60e-02    1.09e-02      1.06e-01    1.19e-01    1.0e-05
 433600      2.55e+00    1.45e+00      8.56e-02    9.91e-03      1.09e-01    6.45e-02    1.0e-05
 433700      2.95e+00    2.78e+00      2.46e-02    7.14e-02      1.30e-01    1.19e-01    1.0e-05
 433800      2.08e+00    1.51e+00      2.20e-02    5.65e-02      9.10e-02    6.15e-02    1.0e-05
 433900      1.82e+00    1.98e+00      8.12e-02    5.20e-02      7.04e-02    8.45e-02    1.0e-05
 434000      2.24e+00    3.12e+00      6.69e-03    3.62e-02      1.00e-01    1.39e-01    1.0e-05
 434100      2.26e+00    1.73e+00      5.57e-02    3.40e-02      9.41e-02    7.54e-02    1.0e-05
 434200      1.95e+00    3.15e+00      4.97e-02    1.28e-02      8.26e-02    1.41e-01    1.0e-05
 434300      2.52e+00    1.93e+00      4.60e-02    7.54e-02      1.08e-01    7.78e-02    1.0e-05
 434400      1.85e+00    2.28e+00      5.03e-02    6.84e-02      7.77e-02    9.60e-02    1.0e-05
 434500      2.02e+00    2.26e+00      4.03e-02    7.87e-02      8.70e-02    9.32e-02    1.0e-05
 434600      2.55e+00    2.82e+00      5.58e-02    6.20e-02      1.09e-01    1.23e-01    1.0e-05
 434700      1.56e+00    2.48e+00      5.82e-02    4.63e-02      6.28e-02    1.07e-01    1.0e-05
 434800      2.61e+00    2.96e+00      4.61e-02    5.62e-02      1.14e-01    1.30e-01    1.0e-05
 434900      2.07e+00    1.77e+00      7.57e-02    6.39e-02      8.59e-02    6.78e-02    1.0e-05
 435000      1.79e+00    2.35e+00      4.67e-02    7.79e-02      7.61e-02    9.76e-02    1.0e-05
 435100      4.95e+00    2.01e+00      1.58e-01    4.18e-02      1.48e-01    8.75e-02    1.0e-05
 435200      1.92e+00    1.82e+00      6.30e-02    7.99e-02      7.94e-02    7.10e-02    1.0e-05
 435300      2.07e+00    1.97e+00      4.72e-02    8.99e-02      8.89e-02    7.63e-02    1.0e-05
 435400      2.33e+00    2.36e+00      4.78e-02    7.13e-02      9.96e-02    9.96e-02    1.0e-05
 435500      1.98e+00    2.29e+00      4.44e-02    8.60e-02      8.56e-02    9.78e-02    1.0e-05
 435600      2.28e+00    1.92e+00      4.42e-02    8.48e-02      9.82e-02    8.06e-02    1.0e-05
 435700      2.70e+00    2.90e+00      5.01e-02    4.77e-03      1.17e-01    1.30e-01    1.0e-05
 435800      4.60e+00    3.04e+00      1.59e-01    1.29e-02      1.38e-01    1.36e-01    1.0e-05
 435900      2.26e+00    2.03e+00      3.44e-02    7.43e-02      9.82e-02    8.29e-02    1.0e-05
 436000      1.97e+00    2.72e+00      1.29e-02    3.37e-03      8.78e-02    1.21e-01    1.0e-05
 436100      1.94e+00    1.55e+00      6.33e-02    5.22e-02      7.88e-02    6.45e-02    1.0e-05
 436200      2.19e+00    2.55e+00      7.14e-02    6.89e-02      9.12e-02    1.09e-01    1.0e-05
 436300      2.65e+00    1.68e+00      3.09e-02    2.45e-04      1.16e-01    7.51e-02    1.0e-05
 436400      2.00e+00    2.35e+00      4.44e-02    6.36e-02      8.50e-02    1.00e-01    1.0e-05
 436500      1.75e+00    1.44e+00      1.80e-02    8.68e-03      7.74e-02    6.42e-02    1.0e-05
 436600      3.36e+00    2.13e+00      2.34e-02    1.02e-01      1.49e-01    8.82e-02    1.0e-05
 436700      2.62e+00    2.31e+00      5.49e-02    6.94e-02      1.12e-01    9.76e-02    1.0e-05
 436800      2.17e+00    2.32e+00      7.21e-02    9.53e-02      8.96e-02    9.81e-02    1.0e-05
 436900      2.69e+00    2.83e+00      5.20e-02    7.25e-02      1.17e-01    1.21e-01    1.0e-05
 437000      2.51e+00    1.64e+00      4.07e-02    8.67e-02      1.09e-01    6.68e-02    1.0e-05
 437100      2.49e+00    1.71e+00      6.86e-02    8.48e-03      1.06e-01    7.65e-02    1.0e-05
 437200      2.75e+00    1.56e+00      3.61e-02    1.02e-01      1.20e-01    6.00e-02    1.0e-05
 437300      2.25e+00    2.88e+00      4.34e-02    1.02e-02      9.79e-02    1.29e-01    1.0e-05
 437400      2.10e+00    1.91e+00      5.65e-02    7.32e-02      8.97e-02    7.73e-02    1.0e-05
 437500      2.34e+00    1.51e+00      5.88e-02    9.17e-03      1.01e-01    6.75e-02    1.0e-05
 437600      2.29e+00    3.61e+00      4.81e-02    5.24e-05      9.83e-02    1.61e-01    1.0e-05
 437700      2.36e+00    3.34e+00      7.32e-02    1.35e-02      9.99e-02    1.49e-01    1.0e-05
 437800      5.32e+00    1.47e+00      1.61e-01    5.56e-02      1.78e-01    5.99e-02    1.0e-05
 437900      2.58e+00    2.24e+00      7.23e-02    7.42e-02      1.10e-01    9.30e-02    1.0e-05
 438000      2.38e+00    2.60e+00      5.08e-02    4.36e-02      1.03e-01    1.14e-01    1.0e-05
 438100      1.94e+00    1.60e+00      8.10e-02    5.53e-02      8.04e-02    6.62e-02    1.0e-05
 438200      1.61e+00    1.62e+00      3.32e-02    1.02e-01      6.89e-02    6.28e-02    1.0e-05
 438300      2.55e+00    1.85e+00      6.66e-02    5.73e-02      1.10e-01    7.77e-02    1.0e-05
 438400      4.68e+00    1.92e+00      1.57e-01    5.20e-02      1.44e-01    8.18e-02    1.0e-05
 438500      1.99e+00    2.49e+00      7.56e-02    1.58e-03      8.38e-02    1.11e-01    1.0e-05
 438600      2.79e+00    2.25e+00      7.20e-02    7.69e-02      1.19e-01    9.31e-02    1.0e-05
 438700      1.89e+00    1.78e+00      3.36e-02    7.56e-02      8.16e-02    7.05e-02    1.0e-05
 438800      2.72e+00    1.97e+00      7.24e-02    8.65e-02      1.15e-01    7.68e-02    1.0e-05
 438900      2.20e+00    2.86e+00      2.65e-02    7.56e-02      9.58e-02    1.22e-01    1.0e-05
 439000      2.18e+00    3.23e+00      7.31e-02    7.75e-02      8.99e-02    1.39e-01    1.0e-05
 439100      2.07e+00    1.55e+00      8.37e-02    6.64e-02      8.38e-02    6.10e-02    1.0e-05
 439200      2.07e+00    1.84e+00      3.28e-02    5.68e-04      8.99e-02    8.23e-02    1.0e-05
 439300      2.21e+00    2.09e+00      7.95e-02    1.34e-01      9.19e-02    8.07e-02    1.0e-05
 439400      2.11e+00    2.14e+00      3.29e-02    5.19e-02      9.22e-02    9.24e-02    1.0e-05
 439500      1.88e+00    1.69e+00      6.04e-02    5.15e-02      7.81e-02    6.78e-02    1.0e-05
 439600      2.28e+00    1.93e+00      5.70e-02    7.77e-02      9.78e-02    7.71e-02    1.0e-05
 439700      1.66e+00    8.64e+00      6.50e-02    7.58e-02      6.43e-02    3.84e-01    1.0e-05
 439800      2.38e+00    3.42e+00      7.51e-02    5.53e-02      1.00e-01    1.51e-01    1.0e-05
 439900      1.84e+00    2.82e+00      6.26e-02    6.18e-03      7.62e-02    1.26e-01    1.0e-05
 440000      1.88e+00    1.97e+00      4.33e-02    1.22e-01      8.12e-02    7.68e-02    1.0e-05
 440100      2.31e+00    1.55e+00      5.56e-02    1.29e-02      9.80e-02    6.90e-02    1.0e-05
 440200      2.77e+00    3.09e+00      7.35e-02    1.31e-02      1.18e-01    1.38e-01    1.0e-05
 440300      2.09e+00    1.98e+00      5.49e-02    5.20e-02      8.91e-02    8.49e-02    1.0e-05
 440400      2.01e+00    1.84e+00      7.46e-02    5.85e-02      8.18e-02    7.30e-02    1.0e-05
 440500      2.20e+00    2.15e+00      5.79e-02    7.56e-02      9.26e-02    8.85e-02    1.0e-05
 440600      2.10e+00    2.01e+00      4.18e-02    7.39e-02      9.01e-02    8.21e-02    1.0e-05
 440700      2.57e+00    1.53e+00      2.70e-02    4.62e-03      1.13e-01    6.85e-02    1.0e-05
 440800      1.91e+00    1.67e+00      7.58e-02    9.23e-02      7.98e-02    6.74e-02    1.0e-05
 440900      2.10e+00    2.57e+00      4.49e-02    9.09e-02      8.98e-02    1.10e-01    1.0e-05
 441000      2.38e+00    2.00e+00      6.71e-02    6.18e-03      1.02e-01    8.96e-02    1.0e-05
 441100      4.88e+00    1.66e+00      1.55e-01    4.73e-02      1.49e-01    7.05e-02    1.0e-05
 441200      1.72e+00    2.93e+00      4.97e-02    3.03e-02      7.14e-02    1.30e-01    1.0e-05
 441300      2.16e+00    1.65e+00      4.70e-02    8.63e-03      9.13e-02    7.36e-02    1.0e-05
 441400      2.29e+00    1.48e+00      3.83e-02    6.31e-02      9.89e-02    5.83e-02    1.0e-05
 441500      2.75e+00    2.74e+00      8.31e-02    3.08e-02      1.18e-01    1.22e-01    1.0e-05
 441600      2.33e+00    2.68e+00      6.72e-02    6.32e-02      9.96e-02    1.15e-01    1.0e-05
 441700      2.52e+00    1.84e+00      5.36e-02    6.09e-02      1.09e-01    7.22e-02    1.0e-05
 441800      2.63e+00    1.99e+00      2.79e-02    7.04e-02      1.16e-01    8.17e-02    1.0e-05
 441900      2.11e+00    1.39e+00      6.09e-02    8.47e-03      8.79e-02    6.18e-02    1.0e-05
 442000      1.91e+00    1.60e+00      2.48e-02    6.11e-02      8.35e-02    6.47e-02    1.0e-05
 442100      4.70e+00    1.88e+00      1.57e-01    6.49e-02      1.44e-01    7.29e-02    1.0e-05
 442200      1.82e+00    2.08e+00      5.81e-02    8.94e-02      7.62e-02    8.75e-02    1.0e-05
 442300      2.11e+00    1.76e+00      4.67e-02    6.88e-02      8.87e-02    7.11e-02    1.0e-05
 442400      2.27e+00    1.87e+00      7.04e-02    5.57e-02      9.50e-02    7.56e-02    1.0e-05
 442500      2.14e+00    1.65e+00      2.30e-02    2.61e-03      9.46e-02    7.37e-02    1.0e-05
 442600      4.91e+00    2.04e+00      1.63e-01    9.20e-02      1.51e-01    7.88e-02    1.0e-05
 442700      2.44e+00    1.81e+00      6.81e-02    2.00e-03      1.03e-01    8.08e-02    1.0e-05
 442800      2.02e+00    2.79e+00      3.51e-02    6.14e-02      8.69e-02    1.21e-01    1.0e-05
 442900      2.56e+00    2.85e+00      6.38e-02    2.98e-02      1.10e-01    1.27e-01    1.0e-05
 443000      2.17e+00    1.57e+00      7.68e-02    1.64e-02      8.83e-02    6.96e-02    1.0e-05
 443100      2.20e+00    1.94e+00      4.80e-02    7.74e-02      9.30e-02    7.79e-02    1.0e-05
